Time,Ping (ms),Download (Mb/s),Upload (Mb/s)
2024-08-05 19:40:55.173335 LMT,39.569,52.79,15.73
2024-08-05 19:41:23.821454 LMT,35.459,45.83,12.55
2024-08-05 19:41:53.990740 LMT,36.298,47.16,15.43
2024-08-05 19:42:24.199950 LMT,41.037,50.03,12.92
2024-08-05 19:42:53.343161 LMT,35.799,48.33,13.25
2024-08-05 19:43:31.452407 LMT,39.254,31.11,16.94
2024-08-05 19:43:53.942405 LMT,37.879,64.51,16.32
2024-08-05 19:44:30.141823 LMT,36.003,84.03,14.87
2024-08-05 19:44:54.003750 LMT,38.043,62.73,15.99
2024-08-05 19:45:24.977769 LMT,35.75,52.52,13.47
2024-08-05 19:45:53.853312 LMT,31.454,47.38,11.96
2024-08-05 19:46:24.977308 LMT,35.798,53.52,14.11
2024-08-05 19:46:53.590592 LMT,35.076,22.9,13.5
2024-08-05 19:47:24.574435 LMT,38.91,32.45,15.27
2024-08-05 19:47:54.863934 LMT,37.648,65.08,15.6
2024-08-05 19:48:33.974155 LMT,38.191,46.24,15.99
2024-08-05 19:48:55.915180 LMT,39.32,54.21,17.54
2024-08-05 19:49:26.255098 LMT,37.891,34.41,13.57
2024-08-05 19:49:55.804510 LMT,36.113,28.36,14.83
2024-08-05 19:50:26.187228 LMT,36.982,37.15,13.76
2024-08-05 19:50:56.820785 LMT,36.483,26.19,14.08
2024-08-05 19:51:28.327363 LMT,35.678,60.66,17.13
2024-08-05 19:51:57.061404 LMT,36.464,33.31,17.14
2024-08-05 19:52:26.057520 LMT,37.124,47.85,16.62
2024-08-05 19:53:05.687688 LMT,39.688,46.59,15.31
2024-08-05 19:53:27.907443 LMT,40.786,44.61,15.18
2024-08-05 19:53:57.528081 LMT,37.17,65.09,16.17
2024-08-05 19:54:27.748941 LMT,36.002,43.73,16.89
2024-08-05 19:54:57.610194 LMT,42.553,34.74,11.62
2024-08-05 19:55:27.887221 LMT,39.834,40.29,12.61
2024-08-05 19:56:00.638836 LMT,35.531,48.72,14.16
2024-08-05 19:56:27.724317 LMT,33.413,42.21,14.35
2024-08-05 19:56:57.714992 LMT,36.192,54.47,15.48
2024-08-05 19:57:29.121588 LMT,35.111,25.47,15.96
2024-08-05 19:57:57.586175 LMT,35.031,62.18,13.67
2024-08-05 19:58:39.064116 LMT,33.798,34.09,14.76
2024-08-05 19:59:01.401815 LMT,37.515,39.69,13.85
2024-08-05 19:59:31.071440 LMT,38.472,52.66,14.5
2024-08-05 20:00:02.500467 LMT,39.667,68.2,13.51
2024-08-05 20:00:09.946186 LMT,,,
2024-08-05 20:01:01.466134 LMT,39.421,28.34,13.98
2024-08-05 20:01:31.827704 LMT,41.301,34.62,15.59
2024-08-05 20:02:01.927007 LMT,35.909,29.53,14.51
2024-08-05 20:02:31.350308 LMT,39.422,18.17,13.38
2024-08-05 20:03:02.404116 LMT,43.001,15.54,12.78
2024-08-05 20:03:31.124904 LMT,38.181,25.23,13.06
2024-08-05 20:04:01.940317 LMT,33.435,36.65,13.61
2024-08-05 20:04:31.239092 LMT,39.719,35.3,11.18
2024-08-05 20:05:01.332081 LMT,45.322,33.76,13.23
2024-08-05 20:05:34.241680 LMT,39.1,55.01,14.69
2024-08-05 20:06:01.085058 LMT,35.608,36.25,14.53
2024-08-05 20:06:31.578112 LMT,36.762,42.43,16.14
2024-08-05 20:07:02.239855 LMT,37.712,22.33,14.46
2024-08-05 20:07:31.574821 LMT,38.247,13.57,14.19
2024-08-05 20:08:01.194852 LMT,38.986,28.0,15.38
2024-08-05 20:08:32.553534 LMT,43.59,30.87,14.87
2024-08-05 20:09:01.296178 LMT,41.107,30.72,17.24
2024-08-05 20:09:31.026411 LMT,33.874,56.56,16.19
2024-08-05 20:10:01.412366 LMT,34.572,49.86,13.57
2024-08-05 20:10:31.591532 LMT,40.745,66.11,14.04
2024-08-05 20:11:01.467261 LMT,37.119,64.43,15.3
